tmdb_id,release_date
1537058,2010-02-21
1537044,2006-04-03
1537026,2012-08-23
1537025,2001-04-01
1536804,2003-01-01
1536797,2008-01-01
1536742,2008-08-06
1536702,2012-10-01
1536694,2005-01-01
1536657,2012-12-29
1536579,2010-01-01
1536534,2012-07-14
1536532,2011-07-06
1536529,2011-09-21
1536485,2012-07-04
1536468,2012-11-15
1536427,2012-12-03
1536272,2012-04-16
1536265,2012-01-01
1536262,2001-01-01
1536251,2006-11-20
1536224,2010-08-13
1536108,2006-05-11
1536041,2009-08-26
1536018,2011-08-26
1535948,2009-10-23
1535934,2000-12-08
1535928,2000-12-08
1535921,2009-03-17
1535919,2009-03-17
1535917,2009-03-17
1535912,2009-03-17
1535907,2009-03-17
1535799,2007-08-17
1535769,2010-07-22
1535750,2006-11-21
1535745,2011-06-17
1535723,2006-01-01
1535719,2002-03-01
1535654,2000-01-01
1535647,2008-03-01
1535624,2002-03-05
1535621,2001-06-05
1535599,2010-08-02
1535592,2009-07-23
1535584,2007-09-08
1535580,2004-02-08
1535570,2002-05-03
1535556,2011-05-09
1535515,2004-09-04
1535406,2005-03-25
1535372,2003-12-16
1535366,2003-07-01
1535361,2003-12-16
1535357,2004-12-16
1535344,2007-10-13
1535341,2009-01-01
1535271,2009-02-01
1535262,2006-01-01
1535138,2010-01-01
1535063,2012-06-12
1535034,2005-01-01
1534952,2004-04-13
1534891,2007-08-01
1534838,2010-05-20
1534820,2009-07-24
1534816,2001-01-01
1534797,2011-08-31
1534786,2004-03-01
1534716,2008-09-02
1534620,2011-04-05
1534617,2010-03-10
1534614,2009-05-15
1534542,2008-06-12
1534452,2001-12-11
1534435,2006-10-21
1534427,2012-09-10
1534349,2005-01-01
1534279,2004-01-01
1534275,2008-07-12
1534139,2000-08-22
1534057,2012-01-01
1533937,2008-06-26
1533878,2010-11-18
1533873,2004-01-01
1533868,2011-05-13
1533864,2006-06-01
1533861,2009-11-19
1533828,2008-12-03
1533825,2008-08-15
1533788,2007-11-13
1533728,2010-03-10
1533724,2011-02-01
1533626,2012-03-01
1533595,2003-01-01
1533566,2011-05-15
1533555,2004-07-30
1533458,2012-05-01
1533445,2004-01-01
1533442,2011-09-23
1533368,2009-05-25
1533353,2007-03-12
1533243,2010-01-01
1533225,2010-10-01
1533028,2005-04-19
1532977,2003-05-06
1532882,2004-09-07
1532881,2004-09-07
1532854,2002-01-01
1532825,2011-05-27
1532791,2004-01-01
1532761,2004-01-01
1532752,2004-03-05
1532748,2009-03-09
1532741,2005-01-01
1532612,2007-03-27
1532565,2007-01-01
1532554,2004-01-01
1532319,2006-03-18
1532290,2012-08-21
1532276,2010-09-30
1532261,2009-06-03
1532242,2009-02-17
1532215,2003-01-01
1532212,2003-01-01
1532208,2002-01-01
1532207,2002-01-01
1532197,2007-03-02
1532156,2002-08-16
1532070,2008-08-31
1532069,2010-07-26
1531990,2006-11-03
1531989,2006-10-29
1531896,2007-01-01
1531729,2012-08-21
1531724,2012-08-21
1531722,2012-08-21
1531719,2012-08-21
1531717,2005-04-01
1531714,2012-08-21
1531711,2012-08-21
1531707,2012-08-21
1531704,2012-08-21
1531700,2008-06-13
1531621,2008-10-14
1531592,2011-09-23
1531482,2010-03-09
1531481,2007-08-07
1531445,2007-01-01
1531443,2008-01-01
1531426,2011-08-29
1531407,2008-03-17
1531275,2009-01-01
1531273,2007-01-17
1531209,2005-09-05
1531174,2007-03-19
1530921,2009-01-01
1530829,2010-03-09
1530742,2012-01-23
1530740,2012-01-23
1530738,2012-01-23
1530737,2012-01-23
1530735,2012-01-23
1530729,2012-01-23
1530727,2012-01-23
1530725,2012-01-23
1530721,2012-01-23
1530720,2012-01-23
1530688,2001-01-01
1530685,2006-01-01
1530509,2010-01-21
1530375,2003-11-11
1530243,2011-01-01
1530241,2005-01-01
1530226,2003-01-01
1530220,2003-05-05
1530195,2006-06-01
1530101,2007-11-04
1530079,2007-09-01
1530041,2002-07-01
1529812,2002-01-01
1529808,2008-10-05
1529730,2010-09-10
1529716,2012-08-09
1529682,2009-12-31
1529649,2011-06-11
1529640,2000-01-01
1529558,2011-02-01
1529544,2011-01-01
1529540,2005-01-01
1529537,2004-01-01
1529534,2003-01-01
1529533,2003-10-31
1529531,2002-10-31
1529525,2012-08-17
1529524,2001-10-31
1529514,2005-03-21
1529499,2011-01-01
1529397,2008-05-15
1529335,2005-07-05
1529323,2006-01-01
1529271,2011-05-06
1529227,2007-01-01
1529210,2010-11-26
1529197,2007-07-01
1529196,2009-05-20
1529179,2008-12-01
1529164,2009-10-06
1529152,2010-10-09
1529090,2012-06-08
1529081,2011-05-24
1529073,2010-12-31
1529046,2003-11-11
1529031,2003-09-19
1528883,2005-01-01
1528847,2004-05-20
1528776,2005-12-31
1528766,2002-01-01
1528759,2003-01-01
1528723,2007-12-07
1528718,2009-01-01
1528701,2012-10-30
1528697,2012-02-01
1528669,2005-05-29
1528668,2012-07-07
1528624,2011-02-01
1528601,2012-02-19
1528564,2006-10-17
1528523,2004-09-25
1528479,2011-01-01
1528452,2010-06-03
1528429,2011-03-22
1528423,2011-05-24
1528416,2006-03-28
1528265,2003-11-25
1528213,2008-10-16
1528190,2012-05-30
1528149,2008-01-22
1528130,2005-01-01
1528120,2004-12-21
1528111,2003-09-18
1528105,2001-02-13
1527991,2000-01-01
1527944,2009-03-01
1527924,2005-06-04
1527916,2007-12-01
1527858,2010-01-01
1527857,2003-01-01
1527856,2009-01-01
1527736,2011-01-01
1527697,2009-02-28
1527694,2008-06-21
1527672,2007-10-27
1527648,2010-09-20
1527405,2002-08-02
1527396,2012-05-01
1527361,2010-01-01
1527358,2005-12-23
1527298,2010-04-28
1527254,2009-11-17
1527233,2004-01-15
1527214,2007-05-08
1527184,2003-07-01
1527155,2003-03-30
1527133,2012-01-13
1527086,2011-10-14
1527051,2005-01-01
1526950,2008-09-04
1526875,2003-07-01
1526861,2006-05-04
1526859,2003-01-01
1526852,2004-04-20
1526827,2007-01-14
1526812,2011-05-14
1526805,2004-09-14
1526761,2008-06-12
1526729,2008-12-11
1526612,2009-07-28
1526609,2005-01-01
1526592,2005-01-01
1526561,2012-06-23
1526479,2006-10-17
1526469,2005-05-03
1526349,2012-01-01
1526298,2012-01-01
1526276,2000-02-23
1526007,2000-10-22
1525988,2002-01-01
1525944,2007-04-06
1525943,2008-08-02
1525937,2009-02-01
1525936,2011-03-11
1525933,2011-01-01
1525923,2011-11-19
1525899,2007-01-01
1525894,2009-12-20
1525889,2010-11-09
1525858,2008-05-01
1525849,2011-10-31
1525846,2011-11-08
1525839,2011-09-15
1525811,2006-06-28
1525743,2012-09-03
1525709,2009-10-26
1525708,2011-01-01
1525673,2010-05-20
1525651,2011-01-01
1525563,2009-11-14
1525513,2012-09-15
1525478,2009-10-26
1525475,2005-08-12
1525469,2001-11-21
1525372,2008-01-01
1525370,2008-01-01
1525368,2008-01-01
1525364,2008-01-01
1525361,2008-01-01
1525358,2008-01-01
1525352,2008-01-01
1525349,2007-01-01
1525336,2004-11-11
1525304,2005-03-18
1525301,2003-11-05
1525294,2003-11-04
1525288,2001-11-21
1525267,2009-08-08
1525237,2012-11-30
1525211,2012-05-09
1525199,2011-02-04
1525141,2007-01-01
1525138,2007-01-01
1525137,2007-01-01
1525131,2006-01-01
1525120,2006-01-01
1525102,2011-01-01
1525062,2004-01-01
1525052,2008-01-01
1524993,2011-10-12
1524969,2007-03-13
1524961,2005-01-31
1524958,2003-03-04
1524952,2008-05-20
1524904,2006-01-01
1524882,2005-12-18
1524880,2007-05-19
1524814,2003-01-01
1524805,2006-06-16
1524769,2005-01-01
1524768,2001-01-01
1524753,2011-09-12
1524749,2004-05-26
1524576,2008-07-29
1524502,2012-03-28
1524494,2006-04-18
1524463,2004-01-01
1524461,2004-01-01
1524455,2004-01-01
1524444,2007-06-23
1524231,2006-07-01
1524228,2004-01-01
1524225,2004-01-01
1524218,2004-01-01
1524177,2008-01-01
1524152,2011-04-12
1524141,2010-01-01
1524139,2005-01-01
1524118,2010-06-09
1524116,2000-12-15
1524107,2009-11-18
1524064,2011-05-04
1523933,2005-04-23
1523932,2002-10-02
1523929,2002-07-12
1523855,2004-10-13
1523808,2006-09-12
1523793,2008-09-21
1523790,2007-01-01
1523785,2004-01-01
1523616,2006-01-01
1523612,2005-01-01
1523571,2004-01-31
1523558,2011-07-15
1523448,2001-01-01
1523435,2004-06-06
1523407,2004-02-17
1523355,2006-05-08
1523336,2003-05-01
1523320,2007-06-10
1523225,2008-12-31
1523121,2006-06-29
1523090,2012-10-31
1523089,2012-12-01
1523069,2012-08-18
1523066,2011-02-04
1522980,2007-01-30
1522959,2010-05-05
1522955,2005-07-05
1522932,2005-07-05
1522899,2010-01-01
1522859,2006-01-01
1522839,2007-09-08
1522800,2010-06-22
1522767,2012-02-03
1522745,2009-07-15
1522728,2005-09-09
1522675,2006-03-20
1522606,2003-01-01
1522594,2007-01-01
1522590,2008-01-01
1522586,2010-01-01
1522578,2010-01-01
1522575,2006-01-01
1522561,2008-01-01
1522546,2010-01-01
1522544,2010-09-13
1522541,2000-01-01
1522533,2007-01-01
1522522,2010-01-01
1522519,2012-02-01
1522512,2008-01-01
1522508,2011-01-01
1522502,2001-01-01
1522471,2010-05-30
1522421,2010-08-25
1522408,2010-01-01
1522400,2000-02-14
1522284,2001-01-01
1522270,2001-01-21
1522240,2008-11-01
1522233,2005-04-20
1522110,2012-01-01
1522077,2009-01-10
1522048,2012-05-08
1522024,2008-08-06
1522006,2012-03-28
1521922,2007-02-10
1521899,2007-10-14
1521764,2003-01-01
1521566,2009-12-15
1521559,2009-02-10
1521541,2005-06-14
1521513,2012-09-22
1521502,2010-01-01
1521437,2005-01-01
1521425,2006-10-18
1521099,2003-03-30
1521019,2009-06-02
1521015,2010-01-01
1521007,2009-06-01
1520991,2007-07-11
1520976,2008-01-01
1520958,2007-09-12
1520865,2012-02-01
1520820,2012-09-09
1520803,2008-10-08
1520797,2006-05-10
1520775,2007-07-16
1520614,2010-04-01
1520604,2006-08-05
1520600,2006-10-08
1520521,2010-01-01
1520460,2006-02-28
1520292,2001-02-08
1520277,2004-11-25
1520230,2012-01-01
1520228,2008-06-25
1520193,2012-10-31
1520180,2004-03-23
1520174,2009-06-05
1520017,2007-10-13
1520001,2003-01-01
1519877,2009-12-26
1519863,2008-08-01
1519645,2001-01-01
1519632,2000-01-10
1519584,2009-07-04
1519517,2012-10-13
1519514,2011-02-14
1519460,2011-03-26
1519384,2011-05-20
1519298,2011-10-03
1519295,2012-10-22
1519176,2010-04-18
1519154,2011-12-03
1519126,2011-05-11
1519108,2004-06-01
1519105,2011-01-01
1519081,2001-10-27
1518926,2005-11-29
1518920,2005-11-29
1518909,2005-11-29
1518844,2008-01-01
1518840,2009-01-01
1518725,2006-01-01
1518699,2007-01-01
1518694,2005-01-01
1518692,2002-01-01
1518606,2010-11-01
1518598,2012-12-01
1518594,2007-03-23
1518505,2000-06-03
1518485,2006-01-01
1518464,2006-05-13
1518463,2006-03-25
1518138,2009-02-03
1518137,2009-02-03
1518103,2011-02-01
1518082,2009-12-15
1517987,2005-11-03
1517976,2005-11-03
1517974,2005-11-03
1517953,2005-11-03
1517898,2002-01-01
1517886,2006-01-06
1517825,2008-01-01
1517762,2006-01-21
1517759,2010-01-21
1517743,2010-06-19
1517716,2010-08-30
1517680,2004-01-01
1517674,2000-03-09
1517579,2007-05-22
1517578,2005-07-12
1517577,2006-03-18
1517576,2005-07-12
1517574,2003-10-31
1517573,2005-07-12
1517556,2007-01-01
1517479,2007-02-06
1517395,2006-12-08
1517382,2010-01-01
1517374,2004-01-01
1517358,2009-06-02
1517309,2009-05-07
1517267,2006-06-09
1517214,2007-08-18
1517198,2010-04-01
1517184,2010-06-15
1517164,2010-01-01
1517149,2012-03-05
1517141,2010-01-30
1517128,2008-08-06
1517122,2006-02-01
1517116,2009-09-09
1517035,2004-06-08
1516919,2012-11-01
1516878,2011-01-11
1516829,2012-01-23
1516696,2009-03-19
1516547,2003-06-15
1516430,2004-02-02
1516428,2006-09-06
1516425,2006-04-16
1516424,2006-04-08
1516408,2001-07-01
1516359,2009-09-14
1516349,2012-01-01
1516277,2010-02-28
1516202,2002-09-15
1516193,2004-08-24
1516176,2012-09-03
1516093,2004-09-25
1516037,2012-07-20
1516036,2008-07-20
1516022,2008-07-20
1516010,2006-03-23
1515991,2003-11-25
1515990,2010-01-01
1515975,2003-08-05
1515971,2003-03-18
1515954,2001-01-01
1515943,2009-09-11
1515923,2009-08-05
1515912,2002-11-01
1515860,2002-07-11
1515841,2002-01-01
1515756,2009-05-14
1515743,2004-01-01
1515736,2011-03-29
1515715,2011-01-01
1515679,2003-12-10
1515617,2004-09-25
1515529,2012-02-22
1515510,2004-12-05
1515500,2012-05-09
1515468,2012-06-23
1515369,2010-02-01
1515362,2011-06-24
1515324,2011-06-01
1515252,2009-04-09
1515225,2002-07-18
1515164,2005-12-10
1515147,2010-05-22
1515099,2006-02-11
1515085,2012-10-27
1515084,2012-03-18
1515083,2012-03-18
1515082,2012-03-17
1515081,2012-03-17
1515079,2011-10-02
1515078,2011-10-02
1515077,2011-10-01
1515076,2011-10-01
1515075,2011-03-27
1515073,2009-10-30
1515068,2011-03-27
1515067,2011-03-26
1515065,2010-04-11
1515062,2009-05-02
1515050,2002-10-29
1515004,2002-08-18
1514996,2003-05-20
1514983,2008-06-13
1514975,2010-01-01
1514973,2012-09-08
1514970,2011-01-01
1514941,2005-01-01
1514931,2008-09-26
1514868,2010-01-01
1514767,2007-01-12
1514735,2007-10-01
1514723,2008-08-25
1514713,2011-06-20
1514711,2006-10-01
1514704,2011-02-14
1514697,2011-02-14
1514693,2011-02-14
1514670,2010-07-31
1514628,2004-01-01
1514621,2009-01-01
1514594,2001-11-16
1514528,2006-05-01
1514338,2012-10-31
1514231,2008-01-01
1514176,2011-04-26
1514044,2011-05-28
1514029,2009-12-01
1513993,2011-07-15
1513938,2005-11-28
1513932,2011-06-05
1513913,2009-03-08
1513908,2009-07-27
1513863,2005-07-01
1513859,2000-12-25
1513754,2004-07-01
1513724,2003-07-17
1513719,2012-07-13
1513715,2008-02-24
1513688,2011-07-23
1513669,2010-07-23
1513662,2009-07-27
1513637,2011-11-19
1513591,2004-07-16
1513588,2003-07-25
1513574,2001-07-20
1513541,2011-10-19
1513474,2011-07-13
1513472,2011-07-15
1513463,2004-06-23
1513461,2009-11-16
1513442,2011-01-01
1513436,2005-01-04
1513377,2000-07-22
1513372,2007-04-13
1513350,2006-01-01
1513233,2012-03-01
1513227,2012-02-06
1513224,2012-02-03
1513218,2012-03-26
1513205,2010-04-18
1513184,2008-09-13
1513117,2010-12-21
1512973,2011-12-08
1512919,2007-07-30
1512911,2005-03-10
1512906,2002-10-22
1512894,2001-07-24
1512891,2001-05-15
1512879,2000-11-01
1512878,2000-08-13
1512798,2010-11-02
1512782,2012-11-22
1512768,2007-11-20
1512742,2011-03-06
1512620,2007-03-26
1512563,2010-05-27
1512551,2011-05-01
1512540,2006-01-01
1512527,2002-10-26
1512508,2009-02-12
1512497,2006-04-10
1512496,2011-10-11
1512494,2003-12-31
1512492,2008-03-12
1512491,2006-04-01
1512468,2003-04-30
1512425,2008-08-08
1512395,2010-02-09
1512389,2006-01-26
1512363,2008-09-29
1512359,2009-05-11
1512340,2008-07-12
1512337,2008-09-28
1512272,2007-07-03
1512198,2012-09-25
1512172,2010-02-14
1512089,2010-11-06
1512085,2002-10-12
1512032,2004-01-01
1511980,2006-07-02
1511912,2011-02-01
1511896,2002-01-01
1511886,2001-02-06
1511871,2003-06-07
1511865,2002-01-01
1511863,2002-01-01
1511860,2002-01-01
1511859,2002-01-01
1511858,2002-01-01
1511809,2011-06-09
1511715,2004-09-25
1511699,2006-09-08
1511605,2004-10-14
1511598,2006-07-03
1511539,2010-07-09
1511522,2000-08-18
1511402,2012-06-08
1511372,2009-01-01
1511356,2002-01-01
1511354,2004-01-01
1511296,2006-06-19
1511263,2000-01-26
1511257,2010-05-10
1511231,2007-10-20
1511191,2007-04-03
1511187,2006-10-04
1511151,2010-02-01
1511114,2008-09-09
1511110,2005-11-04
1511040,2011-11-11
1511020,2009-12-09
1510961,2011-08-20
1510942,2008-04-22
1510920,2012-04-28
1510808,2006-01-01
1510804,2005-01-01
1510800,2008-01-01
1510692,2002-04-01
1510676,2008-01-03
1510582,2011-01-01
1510573,2008-12-31
1510561,2000-02-23
1510441,2000-01-01
1510340,2002-01-01
1510338,2009-07-03
1510205,2012-11-12
1510153,2003-09-09
1510150,2004-03-06
1510038,2010-04-06
1510025,2011-01-01
1510024,2011-01-01
1509963,2006-03-03
1509945,2008-06-01
1509714,2007-07-11
1509704,2009-04-24
1509620,2009-06-12
1509602,2008-02-04
1509592,2008-02-04
1509586,2010-03-01
1509581,2010-03-01
1509577,2010-03-01
1509576,2010-03-01
1509574,2010-03-01
1509566,2010-03-01
1509497,2001-01-01
1509496,2001-12-30
1509385,2010-11-23
1509357,2003-01-01
1509356,2002-03-27
1509263,2012-09-27
1509192,2010-03-01
1509189,2010-03-01
1509055,2001-10-11
1509020,2008-01-01
1509017,2009-05-01
1508916,2003-07-18
1508905,2007-09-24
1508818,2000-01-01
1508722,2006-01-01
1508703,2011-10-14
1508690,2010-12-30
1508686,2002-01-01
1508671,2006-10-14
1508654,2007-05-31
1508652,2007-05-24
1508650,2005-10-03
1508649,2007-05-17
1508646,2007-05-03
1508643,2005-06-19
1508594,2009-02-23
1508511,2010-07-27
1508507,2007-04-15
1508503,2009-02-17
1508471,2008-04-29
1508406,2006-01-01
1508391,2003-01-01
1508198,2008-01-09
1508178,2010-12-31
1508169,2005-06-12
1508166,2005-06-05
1508163,2004-01-01
1508137,2001-08-01
1508123,2000-01-01
1508112,2000-01-01
1508089,2003-06-09
1508087,2003-06-09
1508079,2003-06-09
1508071,2005-06-04
1508066,2005-10-04
1508063,2005-10-04
1508060,2005-10-04
1508057,2004-10-17
1508055,2007-01-01
1507984,2009-01-01
1507965,2009-02-18
1507941,2003-12-29
1507919,2007-11-27
1507815,2005-05-29
1507755,2008-02-11
1507676,2012-04-23
1507635,2001-10-24
1507567,2008-05-19
1507542,2008-04-29
1507535,2007-07-27
1507484,2009-09-30
1507391,2011-01-01
1507287,2009-08-30
1507269,2004-01-01
1507253,2005-06-03
1507147,2011-08-26
1507098,2005-03-22
1507077,2000-01-01
1507007,2008-04-29
1506991,2006-01-01
1506946,2003-09-02
1506836,2007-01-01
1506829,2007-01-01
1506432,2007-06-10
1506431,2010-07-03
1506362,2011-11-16
1506360,2009-08-14
1506348,2009-09-06
1506132,2007-05-29
1506099,2007-01-01
1506067,2011-12-14
1506053,2012-06-12
1505991,2011-04-19
1505987,2008-08-29
1505927,2000-01-01
1505907,2004-12-07
1505897,2000-10-01
1505893,2008-06-23
1505892,2005-11-08
1505858,2008-07-12
1505852,2008-07-12
1505848,2008-07-12
1505827,2011-01-01
1505824,2011-03-15
1505822,2011-02-28
1505819,2011-01-10
1505816,2012-01-01
1505814,2012-01-05
1505813,2012-01-10
1505805,2012-01-13
1505778,2008-06-26
1505692,2012-10-11
1505664,2011-03-30
1505638,2006-10-02
1505564,2011-11-18
1505555,2005-02-13
1505553,2007-01-01
1505548,2008-02-28
1505495,2008-04-29
1505327,2007-02-27
1505155,2010-01-01
1505152,2004-01-01
1505056,2010-11-10
1505051,2010-02-03
1504953,2012-04-17
1504948,2010-01-01
1504944,2012-04-17
1504927,2001-05-22
1504906,2006-01-01
1504877,2012-07-24
1504818,2001-03-27
1504765,2009-06-17
1504746,2002-06-14
1504742,2002-06-12
1504623,2002-01-01
1504581,2002-01-26
1504567,2007-07-30
1504554,2012-09-01
1504503,2011-02-01
1504449,2011-01-01
1504448,2008-01-01
1504414,2012-10-13
1504288,2009-11-23
1504287,2009-11-23
1504286,2010-08-07
1504272,2001-02-01
1504264,2006-10-01
1504010,2008-04-29
1503978,2006-09-08
1503975,2006-08-22
1503969,2006-07-08
1503966,2005-08-23
1503960,2005-08-17
1503956,2005-08-17
1503953,2004-01-01
1503950,2004-01-01
1503948,2004-03-05
1503946,2004-01-01
1503939,2004-02-27
1503928,2003-08-18
1503924,2003-08-18
1503843,2003-06-27
1503806,2002-10-28
1503799,2011-01-01
1503793,2012-01-01
1503731,2008-01-01
1503727,2000-01-01
1503651,2012-10-01
1503624,2004-04-13
1503557,2012-01-01
1503425,2011-12-07
1503421,2012-02-11
1503413,2010-01-01
1503408,2012-02-11
1503403,2010-06-17
1503401,2007-07-20
1503394,2002-10-25
1503385,2007-09-01
1503384,2007-09-01
1503383,2007-09-01
1503376,2007-09-01
1503375,2011-01-01
1503374,2011-01-01
1503199,2003-01-01
1503189,2010-01-01
1503149,2007-06-18
1503140,2000-07-13
1503088,2004-04-23
1503037,2009-03-23
1502974,2012-02-26
1502902,2002-11-02
1502901,2004-08-04
1502899,2011-07-28
1502850,2006-08-01
1502833,2007-04-01
1502779,2009-04-30
1502592,2003-02-07
1502541,2011-01-01
1502529,2011-06-30
1502469,2011-10-29
1502432,2010-01-04
1502427,2012-07-28
1502420,2011-04-11
1502358,2005-10-13
1502329,2004-11-27
1502252,2002-01-01
1502174,2012-06-01
1502085,2006-01-01
1502081,2001-07-25
1502076,2006-06-07
1502049,2012-01-01
1502047,2004-01-01
1502046,2011-11-11
1502040,2002-05-18
1502031,2010-01-01
1501995,2006-06-21
1501983,2002-03-01
1501973,2012-07-04
1501939,2012-05-10
1501938,2005-11-01
1501858,2006-08-30
1501830,2008-05-21
1501739,2010-02-10
1501718,2004-05-08
1501679,2010-01-01
1501678,2008-01-01
1501675,2004-01-01
1501673,2012-01-01
1501671,2010-01-01
1501670,2010-01-01
1501666,2010-01-01
1501662,2010-01-01
1501652,2008-11-07
1501602,2009-10-13
1501533,2010-10-13
1501446,2001-06-27
1501419,2009-01-01
1501370,2002-01-01
1501348,2002-02-02
1501332,2003-01-01
1501330,2000-01-01
1501220,2005-01-01
1501219,2011-01-01
1501199,2005-02-14
1501107,2006-02-22
1501099,2006-03-01
1501055,2010-06-01
1501035,2008-07-24
1500995,2011-09-26
1500986,2011-07-10
1500959,2010-07-27
1500943,2009-05-15
1500942,2010-04-19
1500930,2011-12-01
1500849,2005-10-21
1500829,2006-01-01
1500824,2006-01-01
1500769,2012-07-13
1500753,2008-02-01
1500734,2008-09-22
1500723,2005-11-07
1500699,2011-01-01
1500616,2001-01-01
1500614,2003-01-01
1500575,2012-01-01
1500540,2009-03-05
1500419,2011-10-01
1500370,2002-11-07
1500323,2005-07-14
1500319,2005-11-17
1500314,2007-10-01
1500281,2000-01-01
1500238,2010-04-13
1500232,2004-01-01
1500199,2010-06-27
1500187,2009-12-24
1500183,2000-06-03
1500171,2009-11-22
1500166,2009-10-31
1500156,2009-08-10
1500081,2007-01-01
1500013,2010-10-29
1500004,2008-01-01
1499939,2012-01-01
1499930,2009-01-01
1499927,2008-04-17
1499898,2007-03-27
1499890,2007-10-31
1499889,2005-05-02
1499886,2008-05-22
1499878,2008-12-24
1499872,2009-02-11
1499865,2009-05-16
1499860,2009-06-15
1499782,2007-05-01
1499780,2004-01-01
1499761,2002-01-01
1499757,2010-12-23
1499709,2010-07-31
1499701,2006-01-01
1499660,2004-06-07
1499630,2004-10-04
1499625,2009-05-18
1499624,2007-10-27
1499608,2008-01-01
1499483,2005-08-01
1499464,2007-07-30
1499208,2011-01-01
1499164,2011-02-14
1499155,2008-01-01
1499058,2003-11-28
1499055,2002-05-01
1499018,2003-12-12
1499005,2004-04-23
1498972,2009-08-01
1498951,2012-03-06
1498941,2008-09-19
1498933,2010-01-01
1498910,2009-02-02
1498887,2008-11-15
1498846,2001-12-12
1498842,2010-04-25
1498809,2010-01-01
1498804,2001-01-01
1498775,2012-10-02
1498759,2010-06-23
1498629,2011-07-13
1498538,2004-06-08
1498533,2012-07-14
1498497,2011-03-29
1498473,2012-06-12
1498215,2008-01-01
1498187,2002-05-01
1498183,2000-02-22
1498177,2002-10-10
1498129,2011-06-01
1498054,2008-06-25
1498041,2004-01-05
1497961,2000-08-26
1497817,2006-09-01
1497796,2008-03-17
1497659,2010-01-01
1497655,2004-01-01
1497653,2001-07-01
1497584,2008-10-27
1497328,2005-10-13
1497297,2006-06-01
1497132,2001-05-12
1496981,2012-03-01
1496932,2005-03-11
1496844,2007-04-28
1496780,2009-11-13
1496744,2007-04-02
1496738,2003-11-01
1496674,2003-08-31
1496606,2006-12-15
1496569,2012-05-04
1496565,2012-05-04
1496563,2012-05-04
1496499,2002-04-24
1496484,2003-06-21
1496477,2005-01-01
1496438,2009-09-19
1496430,2011-06-11
1496428,2010-10-30
1496377,2001-02-25
1496132,2004-05-11
1496097,2006-01-20
1496092,2012-07-15
1496089,2006-01-20
1496076,2010-10-31
1496062,2012-03-02
1496054,2001-04-22
1496032,2009-06-01
1496009,2012-08-17
1496007,2002-12-05
1495990,2003-06-11
1495912,2007-10-19
1495812,2007-11-10
1495738,2011-01-29
1495634,2012-05-05
1495555,2011-05-13
1495552,2011-05-13
1495548,2011-05-13
1495547,2010-04-30
1495546,2011-05-25
1495545,2010-04-30
1495542,2010-04-30
1495540,2012-03-01
1495538,2010-04-30
1495537,2012-08-04
1495530,2010-12-16
1495524,2009-05-08
1495522,2009-05-08
1495520,2009-05-08
1495519,2009-05-08
1495514,2009-05-08
1495488,2010-03-08
1495457,2004-02-28
1495427,2009-05-08
1495416,2008-05-02
1495414,2008-05-02
1495413,2008-05-02
1495411,2008-05-02
1495402,2008-05-02
1495271,2010-03-01
1495264,2003-10-22
1495226,2012-01-01
1495195,2000-03-01
1495149,2003-10-21
1495143,2003-10-21
1495123,2009-01-01
1495122,2000-07-23
1494996,2000-12-08
1494805,2008-06-08
1494599,2011-01-01
1494420,2010-06-15
1494355,2012-10-09
1494300,2011-11-15
1493776,2010-07-16
1493558,2010-01-01
1493430,2004-01-01
1493383,2011-01-01
1493380,2010-09-19
1493352,2007-08-29
1493176,2012-07-15
1493054,2005-08-23
1492965,2010-08-28
1492958,2011-08-13
1492918,2002-06-01
1492907,2006-06-01
1492903,2008-06-01
1492900,2008-06-01
1492899,2008-06-01
1492891,2011-06-01
1492882,2008-06-01
1492768,2010-08-13
1492687,2009-08-31
1492673,2004-05-03
1491971,2008-01-01
1491961,2010-03-12
1491901,2000-06-01
1491899,2009-06-06
1491897,2012-11-21
1491775,2004-05-06
1491770,2000-01-01
1491708,2005-06-04
1491700,2004-11-18
1491682,2003-01-01
1491647,2006-01-01
1491602,2004-09-06
1491599,2006-01-14
1491403,2008-04-07
1491306,2011-06-25
1491281,2001-01-01
1491263,2000-01-01
1491259,2000-01-01
1491209,2003-06-13
1491196,2002-12-25
1491173,2004-04-13
1491137,2010-01-01
1491135,2010-01-01
1491131,2009-10-04
1491129,2002-01-01
1491127,2002-01-01
1491112,2011-04-23
1491009,2009-01-01
1491001,2009-01-01
1490882,2008-01-01
1490881,2007-01-01
1490878,2007-10-20
1490873,2003-01-01
1490872,2003-01-01
1490870,2002-01-01
1490849,2011-04-09
1490847,2004-01-01
1490828,2012-05-29
1490812,2006-05-09
1490763,2011-04-11
1490748,2011-01-01
1490652,2009-11-17
1490649,2009-11-17
1490647,2012-01-03
1490642,2011-05-03
1490636,2007-05-15
1490634,2007-11-20
1490510,2011-08-01
1490489,2011-05-04
1490387,2011-06-12
1490312,2011-05-05
1490240,2007-06-19
1490235,2008-10-28
1490233,2008-04-01
1490227,2006-10-03
1490202,2001-06-10
1490157,2001-12-11
1490077,2003-10-21
1490071,2005-04-17
1490046,2000-05-30
1489890,2005-01-05
1489884,2004-11-23
1489845,2007-06-05
1489794,2012-11-28
1489553,2000-10-23
1489516,2004-05-21
1489374,2000-06-23
1489332,2011-05-02
